epoch: 1 loss: tensor(1.3161, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5894, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1007.8109, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0557, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0494, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3696e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5451, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 21 loss: tensor(1.3120, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.6072, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1101.8934, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0473, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0425, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3837e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5197, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 22 loss: tensor(1.3131, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.6220, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1052.0791, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0467, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0406, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3764e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5129, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 23 loss: tensor(1.2166, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5633, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1106.3677, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0448, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0375, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3778e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4701, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 24 loss: tensor(1.3074, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.6106, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1087.4475, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0459, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0413, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3772e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5150, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 25 loss: tensor(1.3687, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.6371, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1159.9528, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0436, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0417, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3831e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5430, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 26 loss: tensor(1.2568, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5780, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1109.1746, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0480, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0379, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3777e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4922, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 27 loss: tensor(1.3357, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.6105, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1215.2549, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0422, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0372, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3809e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5311, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 28 loss: tensor(1.2820, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5843, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1167.5895, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0461, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0401, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3863e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5056, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 29 loss: tensor(1.2465, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5591, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1147.2844, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0420, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0355, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3757e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5020, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 30 loss: tensor(1.2815, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5903, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1141.6111, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0435, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0399, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3737e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5051, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 31 loss: tensor(1.2770, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5729, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1253.1841, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0392, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0373, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3768e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5083, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 32 loss: tensor(1.2145, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5574, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1103.0300, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0447, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0409, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3835e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4745, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 33 loss: tensor(1.3439, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.6178, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1178.3923, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0434, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0364, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3824e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5355, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 34 loss: tensor(1.2688, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5826, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1120.8163, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0423, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0433, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3793e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5037, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 35 loss: tensor(1.2396, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5715, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1133.9883, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0477, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0383, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3786e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4786, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 36 loss: tensor(1.2223, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5610, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1147.4877, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0378, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0402, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3718e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4801, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 37 loss: tensor(1.1536, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5204, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1171.0981, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0441, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0350, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3813e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4427, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 38 loss: tensor(1.3013, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5926, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1191.7455, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0470, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0367, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3777e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5128, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 39 loss: tensor(1.2083, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5510, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1163.7056, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0445, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0353, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3767e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4673, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 40 loss: tensor(1.2710, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5791, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1159.5465, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0481, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0389, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3774e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4989, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 41 loss: tensor(1.2637, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5712, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1179.1130, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0409, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0398, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3766e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5042, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 42 loss: tensor(1.2298, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5630, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1119.5262, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0462, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0392, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3780e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4806, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 43 loss: tensor(1.2664, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5720, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1232.4829, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0446, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0359, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3832e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4957, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 44 loss: tensor(1.2689, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5779, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1168.1206, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0419, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0385, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3794e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5030, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 45 loss: tensor(1.2729, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5850, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1177.0690, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0457, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0430, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3802e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4951, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 46 loss: tensor(1.2830, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5792, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1198.6329, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0447, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0426, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3822e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5093, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 47 loss: tensor(1.1801, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5338, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1111.7239, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0468, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0424, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3735e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4606, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 48 loss: tensor(1.2980, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5962, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1175.6179, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0490, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0394, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3811e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5058, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 49 loss: tensor(1.2010, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5487, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1157.8719, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0396, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0356, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3803e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4680, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 50 loss: tensor(1.1939, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5401, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1130.7441, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0429, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0402, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3810e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4696, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 51 loss: tensor(1.2639, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5756, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1213.3993, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0394, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0345, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3852e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4972, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 52 loss: tensor(1.2981, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5977, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1170.8562, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0456, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0383, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3784e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5085, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 53 loss: tensor(1.2677, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5862, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1112.0408, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0478, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0386, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3721e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4948, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 54 loss: tensor(1.3351, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.6105, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1178.8555, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0408, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0373, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3763e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5364, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 55 loss: tensor(1.2521, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5762, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1167.3643, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0421, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0413, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3808e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4879, device='cuda:0', grad_fn=<MseLossBackward0>)
