epoch: 1 loss: tensor(0.6054, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.7554, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6054, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(123.5704, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5605, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 12 loss: tensor(0.3316, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.6772, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.3316, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(220.9085, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4531, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 13 loss: tensor(0.3227, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.6318, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.3227, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(207.2711, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3962, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 14 loss: tensor(0.2878, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.6891, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2878, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(399.9452, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5168, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 15 loss: tensor(0.2705, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.4698, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2705, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(263.7528, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2914, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 16 loss: tensor(0.2155, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.4221, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2155, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(439.9930, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2476, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 17 loss: tensor(0.1836, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.6637, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1836, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(457.4225, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4538, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 18 loss: tensor(0.2737, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.8186, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2737, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(300.4373, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6273, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 19 loss: tensor(0.1436, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.7588, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1436, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(599.6991, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5383, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 20 loss: tensor(0.2078, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.7352, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2078, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(316.6435, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5532, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 21 loss: tensor(0.1823, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.6265, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1823, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(332.6776, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4171, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 22 loss: tensor(0.1442, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.6151, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1442, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(322.3036, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4135, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 23 loss: tensor(0.1777, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.7453, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1777, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(494.8874, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5232, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 24 loss: tensor(0.1805, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.5047, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1805, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(673.4753, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3149, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 25 loss: tensor(0.1871, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.5805, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1871, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(264.8850, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3695, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 26 loss: tensor(0.1115, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.5188, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1115, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(531.4293, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3399, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 27 loss: tensor(0.1100, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.6854, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1100, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(439.4903, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5085, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 28 loss: tensor(0.1271, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.5032, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1271, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(450.3985, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2663, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 29 loss: tensor(0.1694, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.4826, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1694, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(316.9195, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3018, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 30 loss: tensor(0.1581, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.5464, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1581, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(615.9062, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3823, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 31 loss: tensor(0.0959, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.5740, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0959, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(525.4662, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4213, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 32 loss: tensor(0.0888, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.6853, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0888, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(481.5349, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5159, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 33 loss: tensor(0.1289, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.7379, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1289, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(727.7617, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5493, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 34 loss: tensor(0.1478, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.6249, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1478, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(411.9151, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4463, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 35 loss: tensor(0.1112, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.7263, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1112, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(380.2875, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5353, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 36 loss: tensor(0.1603, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.6976, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1603, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(462.0481, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5576, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 37 loss: tensor(0.0944, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.6050, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0944, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(482.8461, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4267, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 38 loss: tensor(0.0943, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.6391, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0943, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(492.3465, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4145, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 39 loss: tensor(0.0461, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.6730, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0461, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(635.1636, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4813, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 40 loss: tensor(0.0828, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.6580, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0828, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(753.0576, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4674, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 41 loss: tensor(0.0969, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.6409, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0969, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(649.5099, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4407, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 42 loss: tensor(0.0966, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.5872, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0966, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(801.9760, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3756, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 43 loss: tensor(0.0920, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.7018, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0920, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(968.9631, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5025, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 44 loss: tensor(0.1026, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.6196, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1026, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(779.4336, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4285, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 45 loss: tensor(0.0746, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.6796, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0746, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(513.8287, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4927, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 46 loss: tensor(0.0800, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.5020, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0800, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(476.5486, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3412, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 47 loss: tensor(0.0844, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.4681, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0844, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(684.8481, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3082, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 48 loss: tensor(0.0862, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.9043, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0862, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(453.8216, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.7578, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 49 loss: tensor(0.0804, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.7655, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0804, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(668.9730, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5587, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 50 loss: tensor(0.0718, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.6763, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0718, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(722.3092, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4833, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 51 loss: tensor(0.0509, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.6047, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0509, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(990.4702, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4085, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 52 loss: tensor(0.1218, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.2981, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1218, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(495.2854, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1486, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 53 loss: tensor(0.1051, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.7088, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1051, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(480.3980, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5100, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 54 loss: tensor(0.0771, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.8272, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0771, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(580.4221, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6527, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 55 loss: tensor(0.0882, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.9006, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0882, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(411.8238, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.7420, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 56 loss: tensor(0.0805, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.5928, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0805, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(521.7841, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3892, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 57 loss: tensor(0.0698, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.6698, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0698, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(486.8654, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4664, device='cuda:0', grad_fn=<MseLossBackward0>)
