epoch: 1 loss: tensor(3.3820, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8446, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5513.1826, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9821, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0068, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.8872e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8661, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 19 loss: tensor(3.0866, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7784, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5498.8853, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9642, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9414, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3546e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6566, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 20 loss: tensor(3.3348, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8770, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5490.6885, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0355, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0412, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3537e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7360, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 21 loss: tensor(3.5014, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8882, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5487.1387, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1537, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1227, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3573e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7736, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 22 loss: tensor(3.0575, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7550, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5497.8789, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9842, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9999, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3570e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6310, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 23 loss: tensor(3.2663, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8647, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5502.9150, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9872, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9782, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3594e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7265, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 24 loss: tensor(3.2967, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8633, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5509.3506, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9981, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0051, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3601e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7467, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 25 loss: tensor(3.0843, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7824, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5505.0273, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9863, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9888, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3592e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6275, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 26 loss: tensor(3.1073, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7951, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5496.3838, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9826, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9443, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3615e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6425, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 27 loss: tensor(3.0661, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7761, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5493.7881, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9650, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9320, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3604e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6383, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 28 loss: tensor(3.3838, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9226, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5487.5322, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0427, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0408, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3668e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7325, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 29 loss: tensor(3.1171, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7968, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5474.0830, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9643, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9642, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3595e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6718, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 30 loss: tensor(3.2610, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8518, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5474.9834, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0231, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0203, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3589e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7016, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 31 loss: tensor(3.1869, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8137, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5478.9434, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0348, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0455, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3624e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6536, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 32 loss: tensor(3.3247, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8641, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5480.4902, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0655, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1155, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3672e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7100, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 33 loss: tensor(3.3037, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8609, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5477.9795, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0699, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0460, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3650e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6882, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 34 loss: tensor(3.5027, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9147, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5497.7866, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1433, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1521, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3688e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7575, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 35 loss: tensor(3.1642, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8387, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5501.3184, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9736, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9820, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3635e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6642, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 36 loss: tensor(3.2903, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8697, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5496.3076, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0255, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0639, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3597e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7081, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 37 loss: tensor(3.2292, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8518, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5481.6396, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0104, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9975, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3619e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6818, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 38 loss: tensor(3.1548, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8212, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5489.1992, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9776, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9765, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3610e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6699, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 39 loss: tensor(3.3674, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8655, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5493.1450, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1376, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1101, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3641e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6777, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 40 loss: tensor(3.4405, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8586, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5497.2549, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1916, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1795, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3588e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7031, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 41 loss: tensor(3.1730, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8091, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5491.3613, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0389, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0090, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3568e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6386, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 42 loss: tensor(3.1805, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8513, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5496.0439, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9464, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9212, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3585e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6957, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 43 loss: tensor(3.4117, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8794, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5498.2539, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1349, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1405, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3637e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7101, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 44 loss: tensor(3.2093, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8555, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5492.0840, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9935, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9716, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3607e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6738, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 45 loss: tensor(3.1653, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8393, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5508.3125, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9821, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0084, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3630e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6554, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 46 loss: tensor(3.1408, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8347, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5501.9385, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9466, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9447, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3622e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6718, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 47 loss: tensor(3.0935, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8174, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5499.5596, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9546, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9662, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3626e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6341, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 48 loss: tensor(3.3639, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8826, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5497.7188, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1247, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1316, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3643e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6694, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 49 loss: tensor(3.1282, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8378, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5497.3687, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9508, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9658, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3617e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6524, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 50 loss: tensor(3.0470, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8224, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5503.1992, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9100, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9113, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3573e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6267, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 51 loss: tensor(3.3067, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8582, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5513.5391, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0928, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0933, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3633e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6665, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 52 loss: tensor(3.2512, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8837, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5510.2471, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0032, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0161, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3681e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6755, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 53 loss: tensor(3.1228, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8500, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5493.7490, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9358, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9315, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3651e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6503, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 54 loss: tensor(3.1419, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8167, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5491.6934, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0193, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0178, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3668e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6194, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 55 loss: tensor(3.2345, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8777, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5494.7686, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9920, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9702, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3614e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6780, device='cuda:0', grad_fn=<MseLossBackward0>)
