epoch: 1 loss: tensor(790.3806, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1712, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(790.3806, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(593.9983, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1931, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 23 loss: tensor(1.6359, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8778, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6359, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1202.2404, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8778, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 24 loss: tensor(1.7842, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0195, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.7842, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1975.3079, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0159, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 25 loss: tensor(2.0400, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9914, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.0400, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1511.5454, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9887, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 26 loss: tensor(1.4019, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9698, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4019, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1261.4973, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9606, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 27 loss: tensor(1.9080, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1582, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.9080, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1193.7628, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1513, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 28 loss: tensor(1.1866, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1174, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1866, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(727.4931, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1233, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 29 loss: tensor(1.2525, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9226, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2525, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(191.1395, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9337, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 30 loss: tensor(1.4126, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0317, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4126, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(156.4678, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0699, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 31 loss: tensor(2.1121, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1628, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.1121, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(167.6661, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2125, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 32 loss: tensor(1.0288, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9330, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0288, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(217.2400, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0132, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 33 loss: tensor(1.0236, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8739, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0236, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(146.3625, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9779, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 34 loss: tensor(1.1977, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9317, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1977, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(469.8752, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0836, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 35 loss: tensor(1.2712, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8128, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2712, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(238.1238, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9125, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 36 loss: tensor(1.8255, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7860, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8255, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(232.7241, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9405, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 37 loss: tensor(1.5631, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8345, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5631, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(392.1061, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0209, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 38 loss: tensor(2.3064, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8479, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.3064, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(367.1501, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1071, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 39 loss: tensor(1.4806, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7316, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4806, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(614.8540, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9875, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 40 loss: tensor(1.2278, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8425, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2278, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(506.6444, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0808, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 41 loss: tensor(1.2623, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7905, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2623, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(278.2025, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0500, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 42 loss: tensor(1.3365, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0713, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3365, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(224.8040, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3176, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 43 loss: tensor(1.1943, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0255, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1943, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(423.4470, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2473, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 44 loss: tensor(1.0581, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9086, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0581, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(518.3259, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2487, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 45 loss: tensor(1.7192, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9625, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.7192, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(708.8856, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2912, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 46 loss: tensor(1.2344, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9726, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2344, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(302.8337, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1746, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 47 loss: tensor(1.2009, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8540, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2009, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(464.5356, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0954, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 48 loss: tensor(1.1716, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7118, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1716, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(276.7884, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0634, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 49 loss: tensor(1.5989, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7163, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5989, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(631.5466, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9943, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 50 loss: tensor(0.8669, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7631, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8669, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(512.4281, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0026, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 51 loss: tensor(1.1632, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7741, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1632, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(296.2085, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9953, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 52 loss: tensor(1.1315, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8490, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1315, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(406.1599, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0493, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 53 loss: tensor(1.5511, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8191, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5511, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(476.0974, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9820, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 54 loss: tensor(0.8865, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8449, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8865, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(403.4843, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0287, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 55 loss: tensor(1.3302, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8645, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3302, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(609.0907, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9811, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 56 loss: tensor(1.0883, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8707, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0883, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(473.5956, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0921, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 57 loss: tensor(1.3144, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9642, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3144, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(532.4336, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2790, device='cuda:0', grad_fn=<MseLossBackward0>)
