epoch: 1 loss: tensor(3.4841, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1666, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.2799, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1671, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1525, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(838152.7500, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1504, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 12 loss: tensor(2.6383, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8928, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0114, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9557, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9557, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3882667.7500, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7897, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 13 loss: tensor(2.5655, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8320, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0087, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0003, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0003, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3907308.7500, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7332, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 14 loss: tensor(2.8032, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9521, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0040, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0115, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0115, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4407032.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8396, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 15 loss: tensor(2.7224, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8991, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0018, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0409, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0409, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4242406.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7823, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 16 loss: tensor(2.7145, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8501, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0018, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1159, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1159, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3710919.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7485, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 17 loss: tensor(2.5802, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8801, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0007, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9289, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9289, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3852153.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7712, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 18 loss: tensor(2.8053, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8669, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0030, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1862, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1862, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4790942., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7522, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 19 loss: tensor(2.4331, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8298, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0002, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8981, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8981, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4353775.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7052, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 20 loss: tensor(2.6508, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8705, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0005, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0303, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0303, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4375889., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7500, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 21 loss: tensor(2.6456, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8690, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0199, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0199, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4060618.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7568, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 22 loss: tensor(2.5398, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9182, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8352, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8352, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4124857., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7864, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 23 loss: tensor(2.5860, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8273, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0357, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0357, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4673693.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7230, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 24 loss: tensor(2.6016, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8980, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9393, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9393, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4654151.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7644, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 25 loss: tensor(2.5828, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8462, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9988, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9988, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4025166.2500, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7379, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 26 loss: tensor(2.4153, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8150, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9145, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9145, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4817150., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6859, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 27 loss: tensor(2.6096, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8337, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0640, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0640, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4817080., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7119, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 28 loss: tensor(2.7111, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8847, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0755, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0755, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4470531.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7509, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 29 loss: tensor(2.7072, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8733, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0937, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0937, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4104100.2500, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7402, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 30 loss: tensor(2.7854, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9458, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0425, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0425, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4653087., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7971, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 31 loss: tensor(2.5136, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8331, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9867, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9867, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4671627., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6937, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 32 loss: tensor(2.6216, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8722, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0332, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0332, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4615012.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7163, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 33 loss: tensor(2.6871, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9110, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0022, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0022, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4041873.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7738, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 34 loss: tensor(2.6563, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8638, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0735, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0735, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4402852., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7190, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 35 loss: tensor(2.6617, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9009, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0091, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0091, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4489680.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7517, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 36 loss: tensor(2.6783, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9598, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9163, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9163, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4776983., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8022, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 37 loss: tensor(2.4771, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8381, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9398, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9398, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4320693., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6992, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 38 loss: tensor(2.7707, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9252, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0620, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0620, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4472364., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7835, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 39 loss: tensor(2.8917, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9418, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1686, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1686, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4333186.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7813, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 40 loss: tensor(2.6902, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8835, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0780, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0780, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4024980.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7287, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 41 loss: tensor(2.6623, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9100, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0173, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0173, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3961294., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7349, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 42 loss: tensor(2.6023, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8743, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0359, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0359, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4588840.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6921, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 43 loss: tensor(2.6893, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9059, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0402, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0402, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4895454., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7432, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 44 loss: tensor(2.6476, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9003, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0119, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0119, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4784759.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7354, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 45 loss: tensor(2.5108, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8804, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9219, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9219, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4504776., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7085, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 46 loss: tensor(2.7528, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9366, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0779, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0779, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4516579.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7383, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 47 loss: tensor(2.4845, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8230, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9956, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9956, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4871634., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6659, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 48 loss: tensor(2.5798, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8637, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0415, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0415, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4708356., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6746, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 49 loss: tensor(2.8945, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9138, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2413, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.2413, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5138715., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7394, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 50 loss: tensor(2.5686, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8664, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9905, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9905, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5224033., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7116, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 51 loss: tensor(2.4995, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8957, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8999, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8999, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4764012.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7039, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 52 loss: tensor(2.5832, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8672, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0247, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0247, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4718827., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6913, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 53 loss: tensor(2.6053, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8835, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0108, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0108, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4844407.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7110, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 54 loss: tensor(2.4390, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8153, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0008, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0008, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4667571., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6229, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 55 loss: tensor(2.4505, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8515, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9410, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9410, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4571128., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6580, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 56 loss: tensor(2.4315, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8355, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9059, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9059, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4984066.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6901, device='cuda:0', grad_fn=<MseLossBackward0>)
