epoch: 1 loss: tensor(0.8223, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8223, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1089, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1089, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30065468., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6852, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 18 loss: tensor(0.6595, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6595, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1227, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1227, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30069386., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6333, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 19 loss: tensor(0.8033, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8033, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1082, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1082, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30066246., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8008, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 20 loss: tensor(0.7847, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7847, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1211, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1211, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30122008., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7944, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 21 loss: tensor(0.9928, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9928, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0868, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0868, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30079820., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0489, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 22 loss: tensor(1.0029, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0029, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1076, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1076, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30107334., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0154, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 23 loss: tensor(0.7192, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7192, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0872, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0872, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30097900., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7348, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 24 loss: tensor(0.9182, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9182, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1195, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1195, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30076396., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0579, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 25 loss: tensor(0.8939, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8939, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1141, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1141, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30162276., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8428, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 26 loss: tensor(0.9444, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9444, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1183, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1183, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30103200., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9523, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 27 loss: tensor(0.9627, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9627, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0734, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0734, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30048404., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0216, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 28 loss: tensor(0.8743, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8743, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1006, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1006, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30109044., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8876, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 29 loss: tensor(0.7882, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7882, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0603, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0603, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30057054., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7547, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 30 loss: tensor(0.9617, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9617, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0819, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0819, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30079156., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9134, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 31 loss: tensor(0.8036, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8036, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1076, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1076, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30086500., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8864, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 32 loss: tensor(0.8077, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8077, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1202, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1202, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30091300., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7994, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 33 loss: tensor(0.6655, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6655, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1124, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1124, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30113500., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7260, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 34 loss: tensor(0.8475, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8475, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1330, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1330, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30096530., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8536, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 35 loss: tensor(0.9151, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9151, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1128, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1128, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30071164., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9870, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 36 loss: tensor(0.8984, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8984, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1037, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1037, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30135078., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9258, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 37 loss: tensor(0.8296, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8296, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1111, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1111, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30094848., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8546, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 38 loss: tensor(0.8473, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8473, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1009, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1009, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30108868., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8683, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 39 loss: tensor(0.6430, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6430, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1139, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1139, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30052136., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6714, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 40 loss: tensor(0.7873, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7873, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1157, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1157, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30091202., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8008, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 41 loss: tensor(0.7002, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7002, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1090, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1090, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30057420., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7358, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 42 loss: tensor(0.7267, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7267, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1220, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1220, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30133028., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7402, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 43 loss: tensor(0.7452, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7452, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1016, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1016, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30121024., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7602, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 44 loss: tensor(0.8110, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8110, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1120, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1120, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30090476., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8290, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 45 loss: tensor(1.0427, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0427, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0974, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0974, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30143788., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0809, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 46 loss: tensor(0.6490, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6490, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1270, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1270, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30073268., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6536, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 47 loss: tensor(0.7044, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7044, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1215, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1215, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30078940., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7064, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 48 loss: tensor(0.8636, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8636, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1152, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1152, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30093808., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8788, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 49 loss: tensor(0.7106, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7106, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1136, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1136, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30120506., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7450, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 50 loss: tensor(0.7812, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7812, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0869, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0869, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30083054., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7966, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 51 loss: tensor(0.9013, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9013, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1090, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1090, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30111780., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9673, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 52 loss: tensor(0.9942, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9942, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0921, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0921, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30110722., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0863, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 53 loss: tensor(0.7327, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7327, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1016, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1016, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30084070., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7519, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 54 loss: tensor(0.7929, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7929, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1327, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1327, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30119812., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8176, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 55 loss: tensor(0.9443, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9443, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1179, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1179, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30117688., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9506, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 56 loss: tensor(0.7932, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7932, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1212, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1212, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30120622., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9056, device='cuda:0', grad_fn=<MseLossBackward0>)
