epoch: 1 loss: tensor(0.3316, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.4949, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.3316, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.2140, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3238, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 12 loss: tensor(0.2648, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0213, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2648, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5653, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0835, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 13 loss: tensor(0.1831, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1840, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1831, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6143, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2513, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 14 loss: tensor(0.2461, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0111, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2461, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6127, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0843, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 15 loss: tensor(0.2562, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0327, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2562, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4945, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0687, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 16 loss: tensor(0.1933, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1757, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1933, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5078, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2542, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 17 loss: tensor(0.1712, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0379, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1712, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5507, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0897, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 18 loss: tensor(0.1734, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0521, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1734, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4291, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1160, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 19 loss: tensor(0.1476, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9552, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1476, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4946, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9966, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 20 loss: tensor(0.1926, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9699, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1926, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4278, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9727, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 21 loss: tensor(0.1507, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1434, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1507, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.3933, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2103, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 22 loss: tensor(0.1809, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0379, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1809, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.3399, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1035, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 23 loss: tensor(0.1772, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1435, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1772, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.3523, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1659, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 24 loss: tensor(0.2152, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1077, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2152, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4628, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1564, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 25 loss: tensor(0.1733, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0333, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1733, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.3824, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0996, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 26 loss: tensor(0.1557, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0258, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1557, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4279, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0620, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 27 loss: tensor(0.1853, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0176, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1853, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.3758, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0315, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 28 loss: tensor(0.2065, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0067, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2065, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4844, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9910, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 29 loss: tensor(0.2100, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0203, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2100, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2835, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0047, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 30 loss: tensor(0.1323, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0253, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1323, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.3985, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0049, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 31 loss: tensor(0.2065, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1083, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2065, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4284, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1442, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 32 loss: tensor(0.1404, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9589, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1404, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.3316, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9430, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 33 loss: tensor(0.1529, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9414, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1529, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2966, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9277, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 34 loss: tensor(0.1416, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9217, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1416, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2777, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9433, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 35 loss: tensor(0.1069, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8531, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1069, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2609, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8495, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 36 loss: tensor(0.1457, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9752, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1457, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2683, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9895, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 37 loss: tensor(0.2962, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1929, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2962, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.3512, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2057, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 38 loss: tensor(0.1621, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8683, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1621, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.3439, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8598, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 39 loss: tensor(0.1471, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9776, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1471, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2323, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9778, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 40 loss: tensor(0.1217, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0216, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1217, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2760, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0559, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 41 loss: tensor(0.1177, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8703, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1177, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1436, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8907, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 42 loss: tensor(0.1918, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8829, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1918, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2858, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8829, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 43 loss: tensor(0.1982, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1231, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1982, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.3487, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1558, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 44 loss: tensor(0.1239, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9634, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1239, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4119, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0003, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 45 loss: tensor(0.1603, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9522, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1603, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1901, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9726, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 46 loss: tensor(0.1484, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9340, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1484, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.3120, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9633, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 47 loss: tensor(0.1983, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9578, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1983, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.3008, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9528, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 48 loss: tensor(0.1862, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9441, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1862, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.3632, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9931, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 49 loss: tensor(0.1417, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8700, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1417, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2896, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9502, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 50 loss: tensor(0.1651, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8288, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1651, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1938, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8402, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 51 loss: tensor(0.1166, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9168, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1166, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1389, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9272, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 52 loss: tensor(0.1642, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8888, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1642, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2482, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9326, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 53 loss: tensor(0.1589, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8803, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1589, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1989, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9020, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 54 loss: tensor(0.2159, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9956, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2159, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.3358, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0449, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 55 loss: tensor(0.1582, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0133, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1582, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1608, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0787, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 56 loss: tensor(0.1136, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8877, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1136, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2029, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9515, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 57 loss: tensor(0.1215, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9256, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1215, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1956, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9991, device='cuda:0', grad_fn=<MseLossBackward0>)
