epoch: 1 loss: tensor(0.6020, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6020, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3537.9800, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1411, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0618, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3668e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9751, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 12 loss: tensor(0.5512, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5512, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(8877.0752, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1437, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1236, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3779e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0423, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 13 loss: tensor(0.5311, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5311, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(9584.3965, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1090, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1152, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3782e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0005, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 14 loss: tensor(0.5203, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5203, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(9574.0332, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1619, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0920, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3806e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0306, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 15 loss: tensor(0.5535, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5535, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(9458.6738, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1219, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1036, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3799e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1055, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 16 loss: tensor(0.5147, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5147, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(9187.9834, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1088, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0962, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3809e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9895, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 17 loss: tensor(0.5349, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5349, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(9892.3320, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1586, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0910, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3818e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0216, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 18 loss: tensor(0.4826, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4826, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(10163.3828, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1424, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0791, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3816e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9523, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 19 loss: tensor(0.5237, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5237, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(10189.2695, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1556, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0943, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3824e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0227, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 20 loss: tensor(0.5481, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5481, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(10207.7246, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2008, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0822, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3820e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0395, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 21 loss: tensor(0.5307, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5307, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(10268.7812, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1948, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0933, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3819e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0134, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 22 loss: tensor(0.4850, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4850, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(10273.7607, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1353, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0811, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3826e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9549, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 23 loss: tensor(0.5092, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5092, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(10419.2012, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1676, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0868, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3814e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0211, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 24 loss: tensor(0.5317, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5317, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(10028.4561, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1803, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0797, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3817e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0308, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 25 loss: tensor(0.4800, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4800, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(10490.7754, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1785, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0863, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3841e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9017, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 26 loss: tensor(0.5079, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5079, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(10807.7285, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2199, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0600, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3825e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9883, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 27 loss: tensor(0.4941, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4941, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(10527.2988, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2471, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0551, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3803e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9246, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 28 loss: tensor(0.5262, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5262, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(10138.1914, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1371, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0625, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3830e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9873, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 29 loss: tensor(0.5063, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5063, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(10188.8926, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1434, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0679, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3844e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0161, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 30 loss: tensor(0.5206, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5206, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(10463.2520, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2184, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0559, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3845e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0694, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 31 loss: tensor(0.4968, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4968, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(10659.2559, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2874, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0371, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3812e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9323, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 32 loss: tensor(0.5256, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5256, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(10671.5234, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2828, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0539, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3827e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0314, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 33 loss: tensor(0.5019, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5019, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(10760.8906, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2300, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0504, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3824e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9876, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 34 loss: tensor(0.4954, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4954, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(10640.4883, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1688, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0476, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3863e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9749, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 35 loss: tensor(0.4863, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4863, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(10758.5078, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2140, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0261, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3816e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9760, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 36 loss: tensor(0.5502, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5502, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(10834.0117, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.3088, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0319, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3824e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0431, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 37 loss: tensor(0.5366, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5366, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(10709.5273, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2167, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0381, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3832e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0566, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 38 loss: tensor(0.5170, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5170, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(10586.5820, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1887, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0452, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3833e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0107, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 39 loss: tensor(0.5084, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5084, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(10915.4102, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2513, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0286, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3833e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0233, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 40 loss: tensor(0.5219, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5219, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(10730.0352, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2089, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0377, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3844e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0681, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 41 loss: tensor(0.5255, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5255, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11059.3711, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2913, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0237, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3835e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0397, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 42 loss: tensor(0.5092, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5092, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11130.2314, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.3430, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0198, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3826e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0017, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 43 loss: tensor(0.5002, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5002, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(10538.8340, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1972, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0361, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3834e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9809, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 44 loss: tensor(0.5056, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5056, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(10655.3555, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2318, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0229, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3836e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9781, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 45 loss: tensor(0.4431, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4431, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11148.0957, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1383, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0198, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3814e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8841, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 46 loss: tensor(0.4587, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4587, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11073.2783, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2072, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0280, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3812e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9013, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 47 loss: tensor(0.5079, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5079, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11212.1602, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.3006, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0271, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3816e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0377, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 48 loss: tensor(0.5303, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5303, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(10882.4854, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2451, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0340, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3813e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0580, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 49 loss: tensor(0.4366, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4366, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(10897.0137, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1843, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0229, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3849e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9089, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 50 loss: tensor(0.4997, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4997, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11141.6172, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.3425, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0216, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3836e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9543, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 51 loss: tensor(0.4733, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4733, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(10770.1602, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2031, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0229, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3834e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9126, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 52 loss: tensor(0.4590, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4590, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(10773.8594, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1832, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0185, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3832e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8960, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 53 loss: tensor(0.4742, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4742, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(10968.9775, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2193, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0244, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3864e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9542, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 54 loss: tensor(0.4902, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4902, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11026.3018, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2813, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0228, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3845e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9952, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 55 loss: tensor(0.5600, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5600, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11195.9531, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4468, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0252, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3821e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1502, device='cuda:0', grad_fn=<MseLossBackward0>)
