epoch: 1 loss: tensor(3.3444, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.2299, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7.0891, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8843, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8751, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(117032.8281, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2302, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 12 loss: tensor(3.4668, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1846, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(6.2209, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0976, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1498, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(370629.7500, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1847, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 13 loss: tensor(3.1654, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1218, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(6.9299, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9217, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9911, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(387837.7188, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1219, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 14 loss: tensor(3.1400, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0721, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(6.9651, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9958, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0659, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(404314.0312, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0722, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 15 loss: tensor(3.1893, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1764, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(8.4756, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8364, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9108, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(419748.5625, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1765, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 16 loss: tensor(3.2263, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.2059, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(8.9904, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8144, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8754, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(434326.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2060, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 17 loss: tensor(3.1794, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1108, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(8.5993, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9577, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0224, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(447648.4375, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1109, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 18 loss: tensor(3.3104, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.2374, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(10.4705, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8356, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9160, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(460814., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2375, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 19 loss: tensor(3.3805, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1551, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(10.0475, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0702, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1568, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(472377.2812, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1552, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 20 loss: tensor(3.4253, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.2360, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(10.0952, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9533, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0406, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(483705.0312, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2360, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 21 loss: tensor(3.2121, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1641, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(10.9479, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8839, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9762, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(493777.6562, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1641, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 22 loss: tensor(3.4404, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.2125, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(12.8665, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0152, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1092, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(503598.5938, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2126, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 23 loss: tensor(3.5363, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.2531, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(13.2048, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0301, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1481, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(512632.8750, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2531, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 24 loss: tensor(3.2942, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1641, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(13.5808, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9659, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0664, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(520375.2500, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1642, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 25 loss: tensor(3.4467, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.2428, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(14.4983, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9611, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0810, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(528354.7500, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2428, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 26 loss: tensor(3.1531, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1440, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(15.2759, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8650, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9518, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(535097.7500, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1441, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 27 loss: tensor(3.4723, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1775, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16.7015, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1172, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.2504, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(541814.3750, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1776, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 28 loss: tensor(3.1923, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1734, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(15.0691, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8455, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9535, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(547782.8750, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1734, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 29 loss: tensor(3.2699, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1525, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(17.4715, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9650, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0779, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(553227.4375, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1525, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 30 loss: tensor(3.3222, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1680, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(21.5788, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9861, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1147, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(558748.6250, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1681, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 31 loss: tensor(3.1792, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1494, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(20.2337, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8805, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0199, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(563678.6250, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1494, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 32 loss: tensor(3.1055, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1665, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(20.8347, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7725, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9023, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(568367.1250, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1665, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 33 loss: tensor(3.6231, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.3002, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(23.0908, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0226, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1827, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(572571.2500, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3003, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 34 loss: tensor(3.1503, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0880, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(23.5897, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9743, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1299, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(576005.6875, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0880, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 35 loss: tensor(3.1007, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1306, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(26.0133, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8394, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9894, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(579501.7500, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1307, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 36 loss: tensor(3.0817, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1277, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(27.3448, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8263, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9859, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(582569.9375, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1277, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 37 loss: tensor(3.1954, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1680, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(27.9872, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8594, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0151, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(585325.8750, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1680, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 38 loss: tensor(3.2711, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1821, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(33.0322, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9069, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0676, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(588159.1250, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1821, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 39 loss: tensor(3.2056, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1439, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(29.8556, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9177, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0828, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(590508.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1440, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 40 loss: tensor(3.3904, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1472, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(27.6732, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0961, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.2317, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(593647.9375, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1472, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 41 loss: tensor(3.3363, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1820, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(32.6978, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9723, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1333, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(595757.3750, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1820, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 42 loss: tensor(3.2126, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1458, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(34.2112, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9209, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0798, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(597355.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1459, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 43 loss: tensor(3.1362, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1551, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(35.5922, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8260, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9894, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(599582.3125, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1551, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 44 loss: tensor(3.3446, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1756, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(31.1925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9933, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1795, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(600764.3750, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1757, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 45 loss: tensor(3.1672, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1559, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(37.6492, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8555, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0260, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(602854.6250, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1559, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 46 loss: tensor(3.4240, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.2249, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30.5825, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9742, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1500, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(604249.8750, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2249, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 47 loss: tensor(3.2359, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.2111, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(39.8554, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8136, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9803, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(605778.7500, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2112, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 48 loss: tensor(3.0616, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1602, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(46.9383, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7412, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9669, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(606372.1875, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1602, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 49 loss: tensor(2.8400, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0477, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(36.7574, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7446, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9126, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(606797.8750, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0477, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 50 loss: tensor(3.3778, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.2296, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(47.6198, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9186, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1755, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(608683.8750, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2296, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 51 loss: tensor(3.0007, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0925, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(37.2178, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8156, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0246, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(609614., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0926, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 52 loss: tensor(3.2696, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1993, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(39.8563, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8710, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1098, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(610546.6250, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1993, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 53 loss: tensor(2.9499, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0508, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(49.4877, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8483, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0730, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(610822.8750, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0508, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 54 loss: tensor(3.1545, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1911, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(41.3201, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7722, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0115, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(611902.9375, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1912, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 55 loss: tensor(3.0175, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1320, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(44.2313, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7534, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9392, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(612627.6250, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1320, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 56 loss: tensor(3.2024, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.2099, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(37.9916, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7826, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9508, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(613511.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2099, device='cuda:0', grad_fn=<MseLossBackward0>)
