epoch: 1 loss: tensor(0.8013, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8552, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2851.0845, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8013, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.6240, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9249, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 21 loss: tensor(0.8907, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7801, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2908.6924, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8907, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(10.9786, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0831, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 22 loss: tensor(0.7696, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9067, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2976.6729, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7696, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8224, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1987, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 23 loss: tensor(0.6011, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7239, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3027.5408, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6011, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6308, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9714, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 24 loss: tensor(0.5604, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8016, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2980.9177, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5604, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8056, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1947, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 25 loss: tensor(0.6833, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7524, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2975.2168, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6833, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9843, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0333, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 26 loss: tensor(0.6996, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7627, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3047.6038, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6996, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0537, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1226, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 27 loss: tensor(0.7264, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8581, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2924.8276, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7264, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9640, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3003, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 28 loss: tensor(0.8443, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7548, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2991.7827, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8443, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0240, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0833, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 29 loss: tensor(0.6237, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6761, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3028.9932, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6237, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7622, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9402, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 30 loss: tensor(0.5319, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6721, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3008.2979, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5319, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7582, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9483, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 31 loss: tensor(0.7805, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7942, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2958.4131, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7805, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.2263, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1604, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 32 loss: tensor(0.7009, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7113, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3043.4863, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7009, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9812, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2077, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 33 loss: tensor(0.7516, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6239, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3113.6343, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7516, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1195, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9508, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 34 loss: tensor(0.8609, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7199, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3012.4026, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8609, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.2412, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1765, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 35 loss: tensor(0.7121, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8833, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2939.3330, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7121, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0206, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3021, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 36 loss: tensor(0.5779, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6277, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3079.0303, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5779, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8406, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8726, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 37 loss: tensor(0.6748, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8465, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2987.3640, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6748, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9886, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2202, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 38 loss: tensor(0.9806, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7855, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2980.1519, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9806, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.6971, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2317, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 39 loss: tensor(0.5478, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7497, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2993.9478, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5478, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8057, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0424, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 40 loss: tensor(0.7876, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8514, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3008.2886, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7876, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1728, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2140, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 41 loss: tensor(0.5992, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8298, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2991.1089, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5992, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9607, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3135, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 42 loss: tensor(0.5951, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7253, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2988.8582, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5951, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0114, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1102, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 43 loss: tensor(0.7356, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6707, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2979.6975, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7356, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11.1453, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1280, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 44 loss: tensor(0.7793, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8288, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3006.0081, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7793, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.2525, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3746, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 45 loss: tensor(0.7057, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8453, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2968.5459, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7057, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(13.0748, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2773, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 46 loss: tensor(0.6515, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8166, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2955.8247, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6515, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.5186, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4047, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 47 loss: tensor(0.5476, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7130, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2975.8528, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5476, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9930, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1513, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 48 loss: tensor(0.8003, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8328, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2975.0732, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8003, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1581, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3622, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 49 loss: tensor(0.7100, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7317, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3025.7314, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7100, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0154, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1021, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 50 loss: tensor(0.7684, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6886, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3017.1272, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7684, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0689, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0582, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 51 loss: tensor(0.8556, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7534, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2994.5303, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8556, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.7371, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2181, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 52 loss: tensor(0.6465, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7118, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2989.3555, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6465, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8383, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2498, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 53 loss: tensor(0.7239, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6590, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2936.8696, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7239, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.4340, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2156, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 54 loss: tensor(0.5616, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6696, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3065.9309, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5616, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7271, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0475, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 55 loss: tensor(0.5736, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6462, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3096.0374, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5736, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7118, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0666, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 56 loss: tensor(0.7524, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7678, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2972.5610, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7524, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.3392, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2834, device='cuda:0', grad_fn=<MseLossBackward0>)
