epoch: 1 loss: tensor(4.9038, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.2705, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.9727, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3391, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1111, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7765.7705, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.2941, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 14 loss: tensor(4.4410, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.2136, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.9522, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9899, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1181, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7765.8286, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.2375, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 15 loss: tensor(4.5348, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.2010, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.9529, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1091, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1163, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7765.8145, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.2248, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 16 loss: tensor(4.6871, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.2607, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.9634, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1418, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1109, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7765.7773, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.2845, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 17 loss: tensor(4.6717, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.2226, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.9644, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2046, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1147, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7765.8071, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.2446, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 18 loss: tensor(4.7851, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.2745, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.9749, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2126, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1021, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7765.6924, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.2980, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 19 loss: tensor(4.7442, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.2153, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.9617, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2911, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1115, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7765.7686, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.2379, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 20 loss: tensor(4.6614, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.2094, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.9525, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2184, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1101, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7765.7598, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.2335, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 21 loss: tensor(4.5825, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.2391, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.9261, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0809, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1117, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7765.7715, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.2625, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 22 loss: tensor(4.6400, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1971, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.9573, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2234, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1070, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7765.7480, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.2195, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 23 loss: tensor(4.6736, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.2385, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.9302, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1735, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1091, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7765.7563, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.2616, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 24 loss: tensor(4.6228, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.2043, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.9465, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1907, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1104, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7765.7642, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.2279, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 25 loss: tensor(4.6600, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.2209, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.9718, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1948, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1057, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7765.7271, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.2443, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 26 loss: tensor(4.4726, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1624, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.9742, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1246, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1121, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7765.7803, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.1857, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 27 loss: tensor(4.5826, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.2376, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.9448, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0840, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1092, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7765.7573, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.2610, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 28 loss: tensor(4.4249, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1692, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.9569, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0631, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1086, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7765.7539, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.1926, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 29 loss: tensor(4.4967, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1673, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.9529, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1393, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1194, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7765.8452, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.1901, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 30 loss: tensor(4.7109, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.2728, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.9681, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1413, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1050, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7765.7334, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.2968, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 31 loss: tensor(4.7364, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1940, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.9397, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3253, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1162, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7765.8125, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.2172, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 32 loss: tensor(4.7547, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.2786, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.9657, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1739, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1163, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7765.8301, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.3022, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 33 loss: tensor(4.4809, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1433, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.9554, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1711, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1193, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7765.8350, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.1665, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 34 loss: tensor(4.7112, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.2440, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.9675, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2004, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1037, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7765.7129, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.2668, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 35 loss: tensor(4.6976, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.2102, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.9772, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2534, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1045, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7765.7275, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.2340, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 36 loss: tensor(4.4813, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1645, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.9655, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1299, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1168, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7765.8232, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.1869, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 37 loss: tensor(4.7288, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.2503, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.9660, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2045, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1063, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7765.7344, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.2741, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 38 loss: tensor(4.6689, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.2494, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.9679, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1469, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1033, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7765.7104, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.2725, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 39 loss: tensor(4.6266, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.2402, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.9718, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1224, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1096, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7765.7656, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.2641, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 40 loss: tensor(4.6223, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1939, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.9468, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2112, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1182, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7765.8213, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.2172, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 41 loss: tensor(4.6059, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1753, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.9837, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2318, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1017, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7765.7026, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.1988, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 42 loss: tensor(4.5918, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.2006, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.9740, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1678, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1100, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7765.7686, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.2234, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 43 loss: tensor(4.5476, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1852, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.9558, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1541, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1107, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7765.7725, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.2084, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 44 loss: tensor(4.4469, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1697, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.9502, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0847, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1082, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7765.7520, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.1926, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 45 loss: tensor(4.7083, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.2769, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.9517, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1306, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1111, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7765.7817, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.3008, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 46 loss: tensor(4.5192, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.2456, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.9638, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0043, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1102, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7765.7734, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.2693, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 47 loss: tensor(4.6668, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1921, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.9425, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2599, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1200, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7765.8516, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.2148, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 48 loss: tensor(4.7137, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.2101, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.9686, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2699, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1025, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7765.7026, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.2337, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 49 loss: tensor(4.6575, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.2130, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.9408, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2084, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1114, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7765.7773, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.2360, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 50 loss: tensor(4.5018, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1626, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.9563, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1543, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1131, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7765.7891, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.1849, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 51 loss: tensor(4.6673, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1948, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.9382, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2535, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1139, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7765.7969, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.2190, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 52 loss: tensor(4.7104, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.2437, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.9744, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1994, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1112, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7765.7773, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.2673, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 53 loss: tensor(4.6854, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.2438, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.9248, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1738, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1107, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7765.7754, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.2677, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 54 loss: tensor(4.4625, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1678, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.9539, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1038, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1188, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7765.8335, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.1910, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 55 loss: tensor(4.7495, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.2781, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.9749, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1698, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1079, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7765.7446, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.3015, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 56 loss: tensor(4.6556, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.2276, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.9530, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1777, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1036, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7765.7173, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.2503, device='cuda:0', grad_fn=<MseLossBackward0>)
