epoch: 1 loss: tensor(1.7400, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.6606, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(400.8779, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2065, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0348, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3672e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5521, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 15 loss: tensor(1.6881, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.6952, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(390.9417, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1924, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0360, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3796e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4877, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 16 loss: tensor(1.6607, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.6454, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(399.4835, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2093, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0422, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3762e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4865, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 17 loss: tensor(1.7712, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7253, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.0640, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2052, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0389, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3775e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5229, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 18 loss: tensor(1.7363, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7014, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(396.5660, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2160, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0447, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3826e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5016, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 19 loss: tensor(1.7445, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7010, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(389.3781, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2219, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0387, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3800e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5101, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 20 loss: tensor(1.6938, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.6873, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(375.0816, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2223, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0351, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3765e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4842, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 21 loss: tensor(1.7770, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7144, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(388.0519, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2194, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0411, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3781e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5328, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 22 loss: tensor(1.7057, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.6806, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(373.3967, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2316, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0509, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3816e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4948, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 23 loss: tensor(1.7276, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7197, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(400.2655, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1826, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0403, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3745e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5051, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 24 loss: tensor(1.6481, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.6457, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(378.7286, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2246, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0310, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3751e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4748, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 25 loss: tensor(1.8089, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7369, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(370.6315, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2418, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0548, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3817e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5337, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 26 loss: tensor(1.7484, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7077, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(387.2004, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2210, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0433, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3735e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5099, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 27 loss: tensor(1.6793, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.6667, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(380.4703, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2131, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0363, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3785e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4951, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 28 loss: tensor(1.6343, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.6516, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(396.6118, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1891, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0399, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3765e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4764, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 29 loss: tensor(1.5908, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.6242, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(374.8724, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2215, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0333, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3777e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4452, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 30 loss: tensor(1.7830, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7292, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(380.5500, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2326, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0486, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3777e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5167, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 31 loss: tensor(1.6973, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.6876, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(392.1619, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2068, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0463, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3802e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4892, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 32 loss: tensor(1.6457, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.6607, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(370.4253, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2012, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0363, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3759e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4874, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 33 loss: tensor(1.6852, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.6792, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(385.2542, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2119, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0413, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3757e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4859, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 34 loss: tensor(1.6146, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.6340, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(388.2377, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2001, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0444, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3739e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4700, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 35 loss: tensor(1.7123, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7067, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(375.4524, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2218, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0422, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3784e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4833, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 36 loss: tensor(1.7688, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7082, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(390.7395, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2298, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0406, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3866e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5182, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 37 loss: tensor(1.5922, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.6683, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(362.3882, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1947, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0361, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3772e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4393, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 38 loss: tensor(1.7563, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7339, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(383.8843, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2084, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0477, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3805e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5069, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 39 loss: tensor(1.7349, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7334, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(361.8883, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2038, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0402, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3849e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5082, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 40 loss: tensor(1.7581, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7310, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(370.1896, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2128, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0403, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3746e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5182, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 41 loss: tensor(1.6227, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.6699, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(365.8940, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1994, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0436, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3781e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4607, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 42 loss: tensor(1.6442, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.6446, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(377.9107, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2137, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0490, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3772e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4835, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 43 loss: tensor(1.6348, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.6571, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(364.7498, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2242, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0332, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3774e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4617, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 44 loss: tensor(1.7064, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.6891, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(383.7719, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2273, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0489, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3836e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4829, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 45 loss: tensor(1.7441, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7119, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(390.1133, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2015, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0377, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3826e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5187, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 46 loss: tensor(1.7479, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7213, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(388.5707, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2076, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0371, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3819e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5082, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 47 loss: tensor(1.6893, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.6848, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(377.0629, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2032, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0400, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3814e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4996, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 48 loss: tensor(1.6589, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.6704, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(382.0684, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1958, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0373, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3768e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4872, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 49 loss: tensor(1.7427, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7062, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(372.7371, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2287, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0388, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3775e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5097, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 50 loss: tensor(1.6938, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.6969, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(380.0698, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1895, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0373, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3775e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5033, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 51 loss: tensor(1.6978, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.6825, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(387.4818, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2106, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0432, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3827e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4947, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 52 loss: tensor(1.6838, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.6872, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(372.7960, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1998, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0319, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3744e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4985, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 53 loss: tensor(1.7104, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.6761, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(396.6501, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2177, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0456, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3783e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4993, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 54 loss: tensor(1.7264, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7115, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(370.6730, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2010, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0343, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3770e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5173, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 55 loss: tensor(1.7113, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7005, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(374.4175, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1950, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0403, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3838e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5163, device='cuda:0', grad_fn=<MseLossBackward0>)
