epoch: 1 loss: tensor(4.4974, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9869, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(141.6069, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5291, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1591, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2299202., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.9815, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 36 loss: tensor(3.6222, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8282, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(36.6600, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9979, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0061, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4135901.2500, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.7961, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 37 loss: tensor(3.6868, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8348, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(42.0952, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0364, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0067, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4766507.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8156, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 38 loss: tensor(3.6227, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8245, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(38.2053, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9999, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0095, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4350401., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.7983, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 39 loss: tensor(3.6916, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8769, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(38.0210, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9362, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0128, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3985986.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8785, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 40 loss: tensor(3.5339, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7757, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(40.8609, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0089, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0082, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4319871., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.7493, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 41 loss: tensor(3.6181, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7987, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(38.1265, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0322, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0121, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4466446., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.7872, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 42 loss: tensor(3.5670, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8004, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(43.4211, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0122, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0084, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3995678.2500, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.7544, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 43 loss: tensor(3.5283, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7354, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(46.4092, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0920, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0071, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3951695.7500, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.7009, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 44 loss: tensor(3.3925, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7230, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(50.0807, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9671, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0060, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4276245., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.7023, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 45 loss: tensor(3.5514, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7793, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(35.4238, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0162, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0100, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4256329., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.7559, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 46 loss: tensor(3.6092, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8104, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(34.6087, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0023, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0061, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4271979., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.7965, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 47 loss: tensor(3.4323, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7507, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(44.7029, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9485, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0042, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3833820., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.7330, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 48 loss: tensor(3.4609, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7763, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(37.6333, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9465, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0081, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4175450.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.7381, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 49 loss: tensor(3.6355, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8200, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(45.1012, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0501, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0088, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4497235., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.7653, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 50 loss: tensor(3.4980, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7776, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(50.0692, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9716, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0041, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4211394., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.7488, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 51 loss: tensor(3.5554, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7985, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(38.1546, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0077, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0098, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4253471., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.7492, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 52 loss: tensor(3.6546, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8138, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(45.9521, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0609, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0055, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4435482., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.7799, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 53 loss: tensor(3.4109, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7359, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(51.5203, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9701, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0070, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4017479.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.7049, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 54 loss: tensor(3.5160, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7786, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(51.2888, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9705, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0039, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4294071., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.7669, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 55 loss: tensor(3.7287, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8634, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(33.0371, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0195, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0095, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4080050.2500, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8458, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 56 loss: tensor(3.4756, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7696, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(36.9907, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9937, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0117, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4226709.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.7123, device='cuda:0', grad_fn=<MseLossBackward0>)
