epoch: 1 loss: tensor(0.9505, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9523, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3224.7827, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0774, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(81.6839, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30462984., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9505, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 15 loss: tensor(1.0832, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1831, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3224.9285, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0785, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(102.0881, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(49078836., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0832, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 16 loss: tensor(0.9347, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0973, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3226.7788, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0335, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(80.2292, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(53777936., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9347, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 17 loss: tensor(1.0211, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.2773, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3225.6670, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0029, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(87.1648, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(56075952., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0211, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 18 loss: tensor(0.9442, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.3557, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3226.7686, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0162, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(77.7612, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(57050940., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9442, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 19 loss: tensor(0.9815, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.3711, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3225.4077, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1679, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(88.3965, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(58758600., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9815, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 20 loss: tensor(0.8845, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.7052, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3227.6294, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0379, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(80.0313, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(58559392., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8845, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 21 loss: tensor(0.9662, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.4971, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3225.6064, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0259, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(85.2560, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(58788304., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9662, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 22 loss: tensor(0.9018, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.6750, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3227.5403, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0450, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(80.9799, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(58433828., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9018, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 23 loss: tensor(0.9116, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.6117, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3227.3301, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0848, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(94.3359, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(57951576., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9116, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 24 loss: tensor(0.9264, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.8192, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3225.9280, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0728, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(97.8767, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(58260944., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9264, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 25 loss: tensor(0.9756, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.9122, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3225.7578, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1812, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(86.1788, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(58039644., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9756, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 26 loss: tensor(0.9373, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.8852, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3227.0291, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0639, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(97.2538, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(58246584., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9373, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 27 loss: tensor(0.8893, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.9114, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3227.9736, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9272, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(83.6829, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(58527976., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8893, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 28 loss: tensor(0.9106, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.7271, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3227.5146, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8495, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(88.3175, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(58349808., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9106, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 29 loss: tensor(0.9728, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.3293, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3227.4353, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0397, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(106.7601, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(59606880., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9728, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 30 loss: tensor(0.8670, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.9698, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3225.9412, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0114, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(86.3856, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(61069656., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8670, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 31 loss: tensor(1.0074, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.1690, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3224.3101, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0478, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(86.7370, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(61070272., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0074, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 32 loss: tensor(0.9732, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.1008, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3225.3711, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9713, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(97.0465, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(61214988., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9732, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 33 loss: tensor(0.8153, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.0641, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3230.7363, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9173, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(90.7085, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(61499228., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8153, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 34 loss: tensor(0.8879, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.4005, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3225.4497, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9669, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(94.9388, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(61621428., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8879, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 35 loss: tensor(0.9321, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.1207, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3225.9531, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9521, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(90.6802, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(61773452., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9321, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 36 loss: tensor(0.9680, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.0634, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3224.5327, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0216, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(85.6077, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(62271116., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9680, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 37 loss: tensor(0.8644, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.0422, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3228.5212, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8974, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(101.7256, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(62158328., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8644, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 38 loss: tensor(0.8674, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.9375, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3225.5840, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9439, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(91.3970, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(62828408., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8674, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 39 loss: tensor(0.9238, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.0160, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3224.4561, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9713, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(100.6022, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63275400., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9238, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 40 loss: tensor(0.9042, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.1681, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3226.5586, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8582, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(69.5902, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(62669496., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9042, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 41 loss: tensor(0.9808, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.3912, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3224.6125, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1690, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(65.0020, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(65289184., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9808, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 42 loss: tensor(1.0079, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.0826, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3223.9963, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9471, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(75.6819, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63615928., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0079, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 43 loss: tensor(0.9511, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.3181, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3226.5300, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0753, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(72.7978, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(65145900., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9511, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 44 loss: tensor(1.1107, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.6089, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3221.8496, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3342, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(81.5660, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(65466032., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1107, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 45 loss: tensor(0.8974, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.2391, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3226.4131, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9534, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(84.9070, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(64420784., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8974, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 46 loss: tensor(0.8998, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.6180, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3228.0796, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9475, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(82.0195, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63961300., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8998, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 47 loss: tensor(0.9061, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5036, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3225.0386, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1475, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(92.2296, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(66544120., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9061, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 48 loss: tensor(0.9068, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.9678, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3225.0525, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0178, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(74.9884, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(65433852., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9068, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 49 loss: tensor(0.9690, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.6510, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3225.0032, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9503, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(67.9727, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(64736488., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9690, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 50 loss: tensor(0.9975, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.4849, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3226.6440, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0652, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(85.8270, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(65716472., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9975, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 51 loss: tensor(0.9327, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5055, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3226.6389, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1395, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(92.2874, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(66661088., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9327, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 52 loss: tensor(0.9138, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.2072, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3226.1392, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9030, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(87.0116, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(65593816., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9138, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 53 loss: tensor(0.9389, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.8236, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3226.8496, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9431, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(97.8212, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(66353160., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9389, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 54 loss: tensor(0.8742, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.3030, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3226.4648, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0366, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(92.3732, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(66980408., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8742, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 55 loss: tensor(0.8787, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.4282, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3226.8474, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1231, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(99.6785, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(66693244., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8787, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 56 loss: tensor(0.9669, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.7055, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3224.4736, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0614, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(93.5371, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(66508360., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9669, device='cuda:0', grad_fn=<MseLossBackward0>)
