epoch: 1 loss: tensor(3.1348, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0147, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5.8917, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1201, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1251, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2397724.2500, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0001, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 12 loss: tensor(2.6573, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8264, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(34.4423, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0357, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0123, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4696728., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7951, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 13 loss: tensor(2.5150, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7602, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30.5618, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9982, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0121, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4437372.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7566, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 14 loss: tensor(2.5692, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7867, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(55.9931, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0190, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0066, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3584685.7500, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7634, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 15 loss: tensor(2.4449, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7272, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(59.3179, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0159, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0052, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3716032.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7018, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 16 loss: tensor(2.5078, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8094, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(39.0345, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9163, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0081, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4340147.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7822, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 17 loss: tensor(2.5393, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7485, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(50.0536, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0656, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0076, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3939741.2500, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7252, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 18 loss: tensor(2.5906, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7847, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(46.0180, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0321, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0083, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4105860.7500, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7738, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 19 loss: tensor(2.7187, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8557, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(27.6455, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0066, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0256, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4341459.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8564, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 20 loss: tensor(2.6220, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8123, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16.9090, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0452, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0262, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4173581., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7645, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 21 loss: tensor(2.5455, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8246, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(33.0040, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9296, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0126, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3736454., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7914, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 22 loss: tensor(2.4997, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7495, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(42.5544, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0165, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0071, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3985298.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7337, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 23 loss: tensor(2.5378, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7352, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(61.2916, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0771, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0061, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4541197., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7255, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 24 loss: tensor(2.4799, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7618, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(52.6938, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9848, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0108, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4315926.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7333, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 25 loss: tensor(2.6192, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8154, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(40.1910, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0267, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0084, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4643231., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7771, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 26 loss: tensor(2.5336, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7825, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(40.4242, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9983, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0090, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3645636.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7528, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 27 loss: tensor(2.5085, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7450, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(33.4196, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0437, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0122, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3535767.2500, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7198, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 28 loss: tensor(2.5251, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7962, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(33.2406, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9584, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0114, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4280468., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7705, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 29 loss: tensor(2.7640, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8569, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(28.5605, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0605, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0134, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4119579.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8465, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 30 loss: tensor(2.8147, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8804, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(18.6259, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1019, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0275, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4079832.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8323, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 31 loss: tensor(2.5474, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7634, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(27.8658, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0195, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0221, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3877812.7500, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7645, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 32 loss: tensor(2.6381, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8324, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(31.4809, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0224, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0180, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3889487.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7832, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 33 loss: tensor(2.5198, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7709, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(29.3942, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9987, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0165, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4167719.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7502, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 34 loss: tensor(2.5777, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8019, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(44.8567, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9978, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0088, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4207497., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7781, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 35 loss: tensor(2.3990, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7448, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(38.6733, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9430, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0119, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4062950., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7113, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 36 loss: tensor(2.6155, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7655, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(38.0500, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1104, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0099, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4289878.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7396, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 37 loss: tensor(2.6542, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8012, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(33.4837, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0683, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0127, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4289052., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7847, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 38 loss: tensor(2.6402, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8156, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(45.7079, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0198, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0064, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4567146., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8048, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 39 loss: tensor(2.5928, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7957, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(45.8827, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0356, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0103, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4099626., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7616, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 40 loss: tensor(2.5921, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8119, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(40.1492, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9998, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0102, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4492560.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7804, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 41 loss: tensor(2.4819, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7516, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(53.4390, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9866, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0063, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4134593.2500, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7438, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 42 loss: tensor(2.6150, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8050, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(75.3988, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9969, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0035, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3883260.7500, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8131, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 43 loss: tensor(2.5036, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7823, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(32.3985, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9590, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0153, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3627141.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7624, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 44 loss: tensor(2.5344, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8145, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(20.1130, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9449, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0273, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4551049., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7750, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 45 loss: tensor(2.4391, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7560, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(32.1235, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9734, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0133, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4568786.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7098, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 46 loss: tensor(2.4411, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7278, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(48.8378, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0069, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0123, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4016329.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7063, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 47 loss: tensor(2.5401, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7964, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(39.8491, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9730, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0114, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4110178., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7707, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 48 loss: tensor(2.5608, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7495, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(56.5441, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0836, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0071, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3999053., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7277, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 49 loss: tensor(2.5682, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7942, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(45.7691, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9918, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0078, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4090735., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7821, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 50 loss: tensor(2.4626, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7492, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(44.9902, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9789, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0101, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4487709., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7345, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 51 loss: tensor(2.6454, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8599, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(45.2741, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9443, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0032, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3670065.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8412, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 52 loss: tensor(2.6861, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8733, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(51.3059, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9802, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0048, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4207469., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8327, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 53 loss: tensor(2.5910, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8253, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(43.9315, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9790, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0036, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3986412., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7866, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 54 loss: tensor(2.6529, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8346, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(37.5194, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0043, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0121, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4473903., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8141, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 55 loss: tensor(2.5044, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7421, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(33.5091, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0401, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0094, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3804004., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7222, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 56 loss: tensor(2.5629, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7931, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(34.6694, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0023, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0116, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4302546., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7674, device='cuda:0', grad_fn=<MseLossBackward0>)
