epoch: 1 loss: tensor(3.6316, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0137, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3143.7056, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8021, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8021, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(68249136., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0137, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 20 loss: tensor(3.7886, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9012, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3143.7056, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9931, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9931, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(68249136., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9012, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 21 loss: tensor(4.8304, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0074, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3143.7056, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4078, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.4078, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(68249136., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0074, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 22 loss: tensor(3.7884, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9726, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3143.7056, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9216, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9216, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(68249136., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9726, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 23 loss: tensor(4.0546, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8845, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3143.7056, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1429, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1429, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(68249136., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8845, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 24 loss: tensor(3.5065, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8592, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3143.7056, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8940, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8940, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(68249136., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8592, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 25 loss: tensor(4.1009, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0288, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3143.7056, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0216, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0216, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(68249136., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0288, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 26 loss: tensor(4.1131, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9433, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3143.7056, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1132, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1132, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(68249136., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9433, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 27 loss: tensor(3.9019, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8769, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3143.7056, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0741, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0741, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(68249136., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8769, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 28 loss: tensor(3.9619, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0322, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3143.7056, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9488, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9488, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(68249136., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0322, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 29 loss: tensor(4.6073, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0817, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3143.7056, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2219, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.2219, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(68249136., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0817, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 30 loss: tensor(3.4169, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8256, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3143.7056, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8829, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8829, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(68249136., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8256, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 31 loss: tensor(3.0924, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7995, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3143.7056, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7467, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7467, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(68249136., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7995, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 32 loss: tensor(4.0184, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0079, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3143.7056, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0013, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0013, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(68249136., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0079, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 33 loss: tensor(3.9803, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0148, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3143.7056, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9753, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9753, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(68249136., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0148, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 34 loss: tensor(4.4048, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1706, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3143.7056, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0318, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0318, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(68249136., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1706, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 35 loss: tensor(3.7981, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9107, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3143.7056, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9883, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9883, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(68249136., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9107, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 36 loss: tensor(3.6728, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0282, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3143.7056, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8082, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8082, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(68249136., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0282, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 37 loss: tensor(3.6272, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9292, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3143.7056, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8844, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8844, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(68249136., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9292, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 38 loss: tensor(3.9964, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1253, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3143.7056, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8730, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8730, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(68249136., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1253, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 39 loss: tensor(3.2045, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9206, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3143.7056, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6816, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6816, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(68249136., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9206, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 40 loss: tensor(3.6850, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9865, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3143.7056, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8559, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8559, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(68249136., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9865, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 41 loss: tensor(3.9323, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9743, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3143.7056, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9919, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9919, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(68249136., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9743, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 42 loss: tensor(3.8814, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1117, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3143.7056, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8290, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8290, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(68249136., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1117, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 43 loss: tensor(4.3290, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0376, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3143.7056, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1269, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1269, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(68249136., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0376, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 44 loss: tensor(4.5556, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1338, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3143.7056, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1440, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1440, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(68249136., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1338, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 45 loss: tensor(3.5807, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8791, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3143.7056, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9113, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9113, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(68249136., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8791, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 46 loss: tensor(4.1642, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9970, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3143.7056, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0851, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0851, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(68249136., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9970, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 47 loss: tensor(4.3793, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1098, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3143.7056, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0798, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0798, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(68249136., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1098, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 48 loss: tensor(3.6221, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0245, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3143.7056, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7865, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7865, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(68249136., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0245, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 49 loss: tensor(3.6419, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9210, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3143.7056, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8999, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8999, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(68249136., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9210, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 50 loss: tensor(3.7613, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0000, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3143.7056, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8807, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8807, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(68249136., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0000, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 51 loss: tensor(3.7331, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9497, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3143.7056, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9169, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9169, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(68249136., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9497, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 52 loss: tensor(4.3067, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1279, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3143.7056, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0255, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0255, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(68249136., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1279, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 53 loss: tensor(3.7848, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9170, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3143.7056, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9754, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9754, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(68249136., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9170, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 54 loss: tensor(4.6754, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0047, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3143.7056, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3330, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.3330, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(68249136., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0047, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 55 loss: tensor(4.1122, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0186, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3143.7056, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0375, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0375, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(68249136., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0186, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 56 loss: tensor(3.6710, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9544, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3143.7056, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8811, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8811, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(68249136., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9544, device='cuda:0', grad_fn=<MseLossBackward0>)
