
epoch: 1 loss: tensor(3.3841, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7644, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(52.6617, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9774, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0134, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4782728., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6423, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 11 loss: tensor(3.4061, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8125, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(43.0616, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9665, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0142, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5923782., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6271, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 12 loss: tensor(3.3245, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7515, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(48.9050, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9370, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0167, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5230030., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6361, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 13 loss: tensor(3.4712, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7961, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(37.4213, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0250, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0131, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4946371., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6501, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 14 loss: tensor(3.4204, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7732, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(51.4097, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0012, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0160, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5098697., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6461, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 15 loss: tensor(3.4499, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8151, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(43.5967, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9482, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0116, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5358509., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6866, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 16 loss: tensor(3.3052, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7383, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(44.0743, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9611, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0167, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5210670.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6058, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 17 loss: tensor(3.3416, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7584, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(51.8629, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9555, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0145, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5666859.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6277, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 18 loss: tensor(3.4660, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7813, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(51.5751, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0629, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0106, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5532942., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6218, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 19 loss: tensor(3.4837, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8375, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(40.2263, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9840, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0171, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5508451., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6622, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 20 loss: tensor(3.5012, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7757, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(49.8884, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0822, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0133, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5727925., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6433, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 21 loss: tensor(3.4370, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8140, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(36.6681, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9392, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0108, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5242345., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6839, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 22 loss: tensor(3.4737, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8098, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(48.6540, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9962, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0106, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5694181., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6676, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 23 loss: tensor(3.3540, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7642, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(55.3798, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9534, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0068, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5389462., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6363, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 24 loss: tensor(3.3760, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7432, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(44.5223, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0162, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0132, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5495486., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6167, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 25 loss: tensor(3.4217, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7693, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(54.0894, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0370, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0164, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5580481., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6154, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 26 loss: tensor(3.4073, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7797, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(43.5175, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0007, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0131, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5928070.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6269, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 27 loss: tensor(3.4680, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8162, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(49.5761, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9766, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0090, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5279594., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6752, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 28 loss: tensor(3.4887, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7519, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(51.1237, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1115, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0096, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5964646., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6253, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 29 loss: tensor(3.3612, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7455, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(54.0733, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0264, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0070, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5134373., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5893, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 30 loss: tensor(3.3106, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7451, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(45.5077, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9532, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0089, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5648567.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6123, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 31 loss: tensor(3.4415, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7696, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(52.4388, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0355, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0137, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5368063., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6364, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 32 loss: tensor(3.2718, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7379, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(41.5585, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9535, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0122, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5643454., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5804, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 33 loss: tensor(3.4511, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8051, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(52.6803, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0033, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0106, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5216459.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6426, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 34 loss: tensor(3.5581, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8229, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(41.7314, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0845, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0091, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5968862., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6507, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 35 loss: tensor(3.4189, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7485, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(43.7396, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0820, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0151, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4965776.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5884, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 36 loss: tensor(3.4713, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8200, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(39.2469, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9655, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0105, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(6423818., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6858, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 37 loss: tensor(3.2217, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7398, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(49.9764, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8856, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0172, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5496944.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5964, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 38 loss: tensor(3.6137, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8535, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(42.9150, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0528, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0195, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5490442.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.7074, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 39 loss: tensor(3.4535, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7792, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(50.4831, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0312, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0097, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5828967.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6430, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 40 loss: tensor(3.4354, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7512, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(50.1519, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0563, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0128, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4988646.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6280, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 41 loss: tensor(3.3479, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7986, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(45.6124, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9070, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0119, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5732264., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6423, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 42 loss: tensor(3.3522, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7428, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(57.3707, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9867, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0190, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5313839.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6228, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 43 loss: tensor(3.4995, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7712, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(34.3052, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0900, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0104, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5574247., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6383, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 44 loss: tensor(3.3864, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7919, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(40.9145, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9344, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0204, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5674394., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6601, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 45 loss: tensor(3.3609, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7549, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(44.3981, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9891, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0156, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5809786.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6169, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 46 loss: tensor(3.3872, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7579, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(46.6311, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9777, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0149, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5593220., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6516, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 47 loss: tensor(3.3247, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7672, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(44.6131, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9286, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0149, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5232073., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6289, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 48 loss: tensor(3.3994, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7637, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(44.7881, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0017, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0112, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5838918., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6340, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 49 loss: tensor(3.4345, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7782, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(56.3324, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9897, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0082, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5024912., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6666, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 50 loss: tensor(3.4971, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7710, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(45.3248, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0643, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0114, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5789517., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6618, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 51 loss: tensor(3.4210, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7757, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(43.4652, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0171, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0096, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5485757., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6283, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 52 loss: tensor(3.4795, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7735, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(55.0144, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0979, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0132, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5931055., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6081, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 53 loss: tensor(3.3749, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7621, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(37.5880, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9852, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0127, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5758805., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6276, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 54 loss: tensor(3.3996, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7574, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(54.1786, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9980, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0149, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5521381.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6441, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 55 loss: tensor(3.4279, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7699, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(50.9066, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0052, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0188, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5726919., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6528, device='cuda:0', grad_fn=<MseLossBackward0>)
