epoch: 1 loss: tensor(1.2866, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5858, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(970.9097, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0471, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0455, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3705e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5323, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 19 loss: tensor(1.3350, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.6179, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1136.4250, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0474, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0403, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3808e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5277, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 20 loss: tensor(1.2570, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5814, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1158.9922, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0429, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0417, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3776e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4879, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 21 loss: tensor(1.2964, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5913, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1134.7123, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0550, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0471, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3866e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5083, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 22 loss: tensor(1.3053, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.6000, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1178.8563, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0393, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0398, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3793e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5187, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 23 loss: tensor(1.3217, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.6141, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1124.2811, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0465, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0435, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3789e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5205, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 24 loss: tensor(1.3073, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.6050, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1130.1891, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0503, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0440, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3780e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5108, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 25 loss: tensor(1.2544, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5772, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1131.9167, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0455, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0419, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3774e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4902, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 26 loss: tensor(1.2326, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5620, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1184.5095, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0401, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0325, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3765e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4825, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 27 loss: tensor(1.2341, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5539, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1147.9724, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0441, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0357, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3742e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4927, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 28 loss: tensor(1.2131, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5660, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1067.0503, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0443, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0424, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3731e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4694, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 29 loss: tensor(1.2243, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5626, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1102.4596, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0487, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0418, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3761e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4753, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 30 loss: tensor(1.2773, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5861, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1169.7240, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0423, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0419, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3806e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5027, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 31 loss: tensor(1.2421, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5735, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1150.3823, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0385, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0359, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3775e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4863, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 32 loss: tensor(1.2919, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5999, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1129.9175, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0431, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0374, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3770e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5076, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 33 loss: tensor(1.3000, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5949, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1123.0020, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0416, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0369, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3797e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5231, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 34 loss: tensor(1.2558, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5759, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1173.1250, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0410, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0362, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3834e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4923, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 35 loss: tensor(1.2225, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5705, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1098.0690, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0479, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0398, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3808e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4668, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 36 loss: tensor(1.3170, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.6003, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1176.9690, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0487, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0437, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3785e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5209, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 37 loss: tensor(1.2951, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5974, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1146.1521, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0428, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0416, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3796e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5117, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 38 loss: tensor(1.2738, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5844, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1085.7766, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0548, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0405, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3767e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4989, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 39 loss: tensor(1.3304, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.6042, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1206.8459, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0400, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0383, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3819e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5354, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 40 loss: tensor(1.2936, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.6086, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1062.6951, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0479, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0387, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3801e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5042, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 41 loss: tensor(1.2127, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5521, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1113.0747, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0428, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0429, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3765e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4785, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 42 loss: tensor(1.2572, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5818, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1197.5046, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0405, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0368, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3784e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4853, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 43 loss: tensor(1.2257, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5509, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1189.8984, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0389, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0364, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3805e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4871, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 44 loss: tensor(1.2829, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5969, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1140.2534, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0416, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0362, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3768e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5019, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 45 loss: tensor(1.2555, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5715, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1147.1075, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0493, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0433, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3794e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4913, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 46 loss: tensor(1.2792, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5901, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1158.5393, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0444, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0365, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3808e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4998, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 47 loss: tensor(1.2314, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5648, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1146.6979, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0450, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0408, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3834e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4783, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 48 loss: tensor(1.2562, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5724, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1198.5513, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0431, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0388, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3801e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4909, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 49 loss: tensor(1.3180, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.6030, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1205.9734, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0415, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0322, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3838e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5228, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 50 loss: tensor(1.3201, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5958, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1191.7721, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0467, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0407, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3789e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5287, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 51 loss: tensor(1.1900, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5420, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1129.2460, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0431, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0351, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3805e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4638, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 52 loss: tensor(1.3138, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.6006, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1154.7776, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0453, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0369, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3786e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5236, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 53 loss: tensor(1.2603, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5596, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1259.4614, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0399, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0369, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3813e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5034, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 54 loss: tensor(1.2604, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5747, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1229.0292, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0395, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0349, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3822e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4926, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 55 loss: tensor(1.2502, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.5693, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1190.7548, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0406, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0327, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3804e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4914, device='cuda:0', grad_fn=<MseLossBackward0>)
