epoch: 1 loss: tensor(402.3177, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1921, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(402.3177, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.8459, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1512.8705, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16055445., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1500, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 12 loss: tensor(397.6039, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8625, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.6039, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1450, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2772.4731, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16022308., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8369, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 13 loss: tensor(397.6012, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1246, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.6012, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4255, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5505.8818, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16041776., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0855, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 14 loss: tensor(397.6083, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8966, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.6083, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8702, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3613.5896, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16019446., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8434, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 15 loss: tensor(397.6029, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0152, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.6029, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2307, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3942.1331, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16044367., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9592, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 16 loss: tensor(397.6098, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8194, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.6098, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0648, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4365.4731, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16046172., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7697, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 17 loss: tensor(397.6064, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1793, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.6064, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3945, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4418.0454, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16044817., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1527, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 18 loss: tensor(397.6014, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9836, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.6014, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7625, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5655.6597, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16016948., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9130, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 19 loss: tensor(397.5985, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1473, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5985, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1479, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5763.4590, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16042507., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1048, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 20 loss: tensor(397.6056, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2274, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.6056, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0478, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4229.6436, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16036690., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2101, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 21 loss: tensor(397.6012, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2139, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.6012, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0022, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4906.6460, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16022162., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1857, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 22 loss: tensor(397.5999, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2145, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5999, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0444, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5015.3149, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16032346., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1712, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 23 loss: tensor(397.5961, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2980, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5961, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7104, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3870.4561, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16022297., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2579, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 24 loss: tensor(397.5951, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8606, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5951, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6967, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3066.2266, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16011071., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8275, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 25 loss: tensor(397.5989, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8832, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5989, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9449, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4403.9390, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16015910., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8561, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 26 loss: tensor(397.5962, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2581, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5962, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0553, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4553.8408, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16017189., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2343, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 27 loss: tensor(397.5979, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3029, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5979, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8112, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2988.1443, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16014999., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2480, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 28 loss: tensor(397.5970, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9871, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5970, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8053, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7711.2598, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16026190., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9569, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 29 loss: tensor(397.6059, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0973, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.6059, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9460, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3723.4038, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16035855., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0659, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 30 loss: tensor(397.6032, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0197, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.6032, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0268, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4207.6528, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16025050., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9924, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 31 loss: tensor(397.5997, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7368, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5997, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7013, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3929.1941, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16017602., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7114, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 32 loss: tensor(397.5961, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1929, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5961, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9077, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4353.8530, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16027316., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1445, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 33 loss: tensor(397.5953, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9964, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5953, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9702, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5059.5220, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16014004., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9485, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 34 loss: tensor(397.6002, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4015, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.6002, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0505, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5597.3833, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16015532., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3828, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 35 loss: tensor(397.5944, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1337, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5944, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8264, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4440.4966, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16015556., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0849, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 36 loss: tensor(397.5963, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9643, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5963, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7511, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5836.3521, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16007926., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9376, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 37 loss: tensor(397.5948, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0088, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5948, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5605, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4846.0527, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16013599., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9849, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 38 loss: tensor(397.5957, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6965, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5957, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1468, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5033.0181, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16032572., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6610, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 39 loss: tensor(397.5952, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0995, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5952, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2714, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4455.2705, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16031242., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0612, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 40 loss: tensor(397.5952, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1576, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5952, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.7317, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4649.6909, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16053592., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1281, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 41 loss: tensor(397.5962, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1644, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5962, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8626, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4894.4414, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16017242., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1251, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 42 loss: tensor(397.5938, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8334, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5938, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7741, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4420.8696, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16015929., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8029, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 43 loss: tensor(397.5970, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1083, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5970, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6387, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3220.0647, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16049661., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0720, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 44 loss: tensor(397.5981, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9359, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5981, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9683, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(6147.3926, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16019953., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8928, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 45 loss: tensor(397.5939, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0255, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5939, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0936, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4406.4609, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16020394., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9769, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 46 loss: tensor(397.5996, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8278, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5996, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9316, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4454.8408, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16028442., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8045, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 47 loss: tensor(397.5995, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9071, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5995, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8168, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3824.6047, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16023258., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8972, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 48 loss: tensor(397.5946, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1591, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5946, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9928, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4867.6646, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16033489., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1132, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 49 loss: tensor(397.5945, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1698, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5945, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1505, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(6050.8066, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16031008., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1152, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 50 loss: tensor(397.5950, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0362, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5950, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2400, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3591.7256, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16026992., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9421, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 51 loss: tensor(397.5952, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8052, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5952, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5745, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5217.8833, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16013702., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7721, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 52 loss: tensor(397.5953, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9478, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5953, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2886, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5518.2231, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16025513., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9136, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 53 loss: tensor(397.5956, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9502, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5956, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8571, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3203.3677, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16018620., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8981, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 54 loss: tensor(397.5957, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7405, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5957, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9458, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3337.1704, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16013556., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7097, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 55 loss: tensor(397.5938, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0396, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5938, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1053, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3808.2610, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16039759., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0276, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 56 loss: tensor(397.5961, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9497, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5961, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8812, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5928.0532, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16030538., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9020, device='cuda:0', grad_fn=<MseLossBackward0>)
