epoch: 1 loss: tensor(0.7922, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.6934, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7922, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(10.1667, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6167, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 23 loss: tensor(0.8689, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.2367, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8689, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8899, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3515, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 24 loss: tensor(0.8841, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.2544, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8841, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9870, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3213, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 25 loss: tensor(1.0149, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.3160, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0149, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0664, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3671, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 26 loss: tensor(1.0170, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.2608, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0170, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9452, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2908, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 27 loss: tensor(0.9859, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0742, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9859, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9829, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2386, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 28 loss: tensor(0.9452, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0713, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9452, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9410, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1363, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 29 loss: tensor(1.5813, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.2780, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5813, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.5324, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3509, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 30 loss: tensor(1.0130, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0138, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0130, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0186, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2146, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 31 loss: tensor(1.0977, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1095, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0977, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1199, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3198, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 32 loss: tensor(1.0229, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0257, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0229, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0488, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1675, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 33 loss: tensor(1.2737, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0524, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2737, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1111, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1469, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 34 loss: tensor(1.0841, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1562, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0841, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1353, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1385, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 35 loss: tensor(1.0246, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9953, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0246, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9553, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0906, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 36 loss: tensor(1.0097, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0424, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0097, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8582, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1880, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 37 loss: tensor(0.8706, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1503, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8706, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9407, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4044, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 38 loss: tensor(0.8964, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1334, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8964, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8840, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3007, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 39 loss: tensor(1.0769, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0799, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0769, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9808, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2146, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 40 loss: tensor(1.0094, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9242, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0094, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9935, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1260, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 41 loss: tensor(0.8654, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8928, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8654, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9322, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0580, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 42 loss: tensor(0.9618, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1691, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9618, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9895, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3467, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 43 loss: tensor(1.2252, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9221, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2252, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9331, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0957, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 44 loss: tensor(1.1834, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9898, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1834, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0667, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1765, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 45 loss: tensor(0.8899, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8651, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8899, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9506, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1091, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 46 loss: tensor(0.9683, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1197, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9683, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7893, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3159, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 47 loss: tensor(1.2926, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1403, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2926, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.4032, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2407, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 48 loss: tensor(1.1904, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9438, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1904, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0409, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1563, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 49 loss: tensor(1.4182, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9805, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4182, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.3971, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1728, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 50 loss: tensor(1.0406, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1679, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0406, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9644, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3583, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 51 loss: tensor(1.2990, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0005, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2990, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.2259, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1859, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 52 loss: tensor(1.0306, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9724, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0306, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9226, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1412, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 53 loss: tensor(0.8786, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1262, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8786, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8593, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3490, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 54 loss: tensor(1.1477, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9245, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1477, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9559, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1590, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 55 loss: tensor(1.0967, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0163, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0967, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0378, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2308, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 56 loss: tensor(1.0060, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9659, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0060, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8948, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1902, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 57 loss: tensor(0.8961, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0775, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8961, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8935, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2469, device='cuda:0', grad_fn=<MseLossBackward0>)
