epoch: 1 loss: tensor(3.7662, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9960, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1383.2305, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9060, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9060, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(28481164., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9582, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 12 loss: tensor(3.9507, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0738, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1383.2305, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9270, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9270, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(29954036., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0229, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 13 loss: tensor(4.1665, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8574, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1383.2305, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2647, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.2647, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(29876092., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7797, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 14 loss: tensor(4.0462, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1452, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1383.2305, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9137, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9137, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(29812050., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0736, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 15 loss: tensor(4.2985, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9457, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1383.2305, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2355, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.2355, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(29835016., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8819, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 16 loss: tensor(3.9096, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1044, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1383.2305, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8776, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8776, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(29915982., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0499, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 17 loss: tensor(3.9025, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1494, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1383.2305, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8179, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8179, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30000860., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1173, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 18 loss: tensor(3.9473, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0395, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1383.2305, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9795, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9795, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(29947604., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9487, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 19 loss: tensor(3.0839, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8397, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1383.2305, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7196, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7196, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(29980054., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8049, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 20 loss: tensor(3.4911, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0228, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1383.2305, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7467, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7467, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(29933840., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9749, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 21 loss: tensor(3.8742, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0175, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1383.2305, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9771, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9771, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(29906000., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9026, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 22 loss: tensor(3.8654, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0502, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1383.2305, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9192, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9192, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30024926., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9767, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 23 loss: tensor(3.5673, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9595, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1383.2305, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8666, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8666, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30013118., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8746, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 24 loss: tensor(5.3575, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0859, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1383.2305, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6507, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.6507, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(29965328., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9702, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 25 loss: tensor(4.6127, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1984, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1383.2305, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2049, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.2049, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(29838128., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0045, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 26 loss: tensor(5.1980, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.2825, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1383.2305, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3686, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.3686, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(29866952., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1783, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 27 loss: tensor(3.6299, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0950, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1383.2305, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7693, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7693, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30011808., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9962, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 28 loss: tensor(3.5038, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9639, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1383.2305, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8249, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8249, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30058084., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8902, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 29 loss: tensor(4.1401, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0164, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1383.2305, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1176, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1176, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(29948824., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8885, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 30 loss: tensor(3.8492, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8689, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1383.2305, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1134, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1134, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(29988776., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7534, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 31 loss: tensor(3.9242, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9657, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1383.2305, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0384, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0384, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30086088., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8817, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 32 loss: tensor(2.9929, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8217, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1383.2305, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7259, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7259, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30038704., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7194, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 33 loss: tensor(4.5467, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1122, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1383.2305, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2319, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.2319, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(29996372., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9707, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 34 loss: tensor(3.7385, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7759, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1383.2305, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1667, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1667, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30042108., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6293, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 35 loss: tensor(4.0244, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1915, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1383.2305, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8771, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8771, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30058300., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0785, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 36 loss: tensor(4.7818, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.2183, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1383.2305, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2589, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.2589, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30000326., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0457, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 37 loss: tensor(3.5671, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9265, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1383.2305, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9148, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9148, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30046444., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8110, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 38 loss: tensor(3.8260, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9693, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1383.2305, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9748, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9748, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30083724., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9072, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 39 loss: tensor(3.7143, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9768, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1383.2305, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9464, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9464, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30092516., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8447, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 40 loss: tensor(3.4359, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8511, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1383.2305, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9123, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9123, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30097400., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7602, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 41 loss: tensor(2.2832, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.6529, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1383.2305, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5413, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5413, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30086372., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5477, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 42 loss: tensor(3.9072, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0764, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1383.2305, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9349, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9349, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30095600., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9610, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 43 loss: tensor(4.0752, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9193, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1383.2305, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1859, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1859, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30074316., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7841, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 44 loss: tensor(6.3375, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.2042, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1383.2305, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.0445, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.0445, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30070178., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0444, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 45 loss: tensor(3.9960, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0728, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1383.2305, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0004, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0004, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30095102., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9225, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 46 loss: tensor(3.7449, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9724, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1383.2305, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9406, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9406, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30085200., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8911, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 47 loss: tensor(3.6350, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9988, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1383.2305, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8732, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8732, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30057974., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8898, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 48 loss: tensor(3.6398, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8233, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1383.2305, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0319, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0319, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30098888., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7527, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 49 loss: tensor(3.9629, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0804, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1383.2305, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9813, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9813, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30069792., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9199, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 50 loss: tensor(3.8083, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8635, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1383.2305, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0935, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0935, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30092520., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7578, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 1 loss: tensor(3.5909, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9730, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1383.2305, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8672, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8672, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30128202., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8836, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 2 loss: tensor(3.3624, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9727, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1383.2305, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7802, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7802, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30106848., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8293, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 3 loss: tensor(4.0561, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1289, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1383.2305, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9552, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9552, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30101478., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0168, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 4 loss: tensor(5.0771, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0618, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1383.2305, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5351, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.5351, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30078190., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9452, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 5 loss: tensor(4.3636, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0671, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1383.2305, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1488, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1488, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30096776., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9989, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 6 loss: tensor(4.2772, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1434, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1383.2305, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0683, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0683, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30106828., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9972, device='cuda:0', grad_fn=<MseLossBackward0>)
